ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Date,Constant column,Random column
1736,60,36,31,95051,3,0/40,2.0,0,0,0,0,1,1,2023-07-15,100,0.5784725899751055
1001,59,35,8,92691,4,0/70,1.0,91,0,1,0,0,0,2023-06-12,100,0.48899993220210936
3017,48,23,78,91423,4,3/60,3.0,0,0,0,0,1,0,2023-08-21,100,0.059948466157927816
1044,51,27,21,95630,3,0/40,1.0,0,0,0,0,1,0,2023-08-23,100,0.663206612402655
1579,38,13,12,94143,2,0/30,2.0,104,0,1,0,1,0,2023-08-06,100,0.11236208817621196
806,55,29,132,95758,3,5/90,2.0,307,1,0,0,0,0,2023-08-12,100,0.3646596941946073
4267,42,16,11,94015,1,0/20,1.0,87,0,0,0,0,1,2023-05-10,100,0.8368547906749818
3265,67,41,114,95616,4,2/40,3.0,0,0,0,0,1,0,2023-07-23,100,0.8407000736259842
3951,38,14,62,94143,1,1/50,3.0,255,0,0,0,1,0,2023-06-21,100,0.9020887404420207
1386,57,31,82,95032,2,2/00,1.0,83,0,0,0,0,1,2023-07-17,100,0.04113601890043439
2521,56,29,45,90095,4,2/50,2.0,113,0,0,0,1,0,2023-06-24,100,0.44289968969546833
2869,52,26,31,94923,4,1/80,1.0,0,0,0,0,1,1,2023-07-15,100,0.022516290558144192
1584,61,36,184,92028,4,2/30,2.0,342,1,0,1,1,1,2023-05-24,100,0.2684363746214943
4499,51,26,133,90291,1,0/60,1.0,328,0,0,0,0,0,2023-06-26,100,0.06771703852316135
3432,64,38,63,94305,2,1/70,3.0,184,0,1,0,1,0,2023-07-05,100,0.18886346771672857
3398,31,6,170,94010,2,6/70,,137,0,0,0,1,0,2023-06-12,100,0.44552949431732203
3997,50,24,11,94501,4,0/60,3.0,0,0,0,0,0,1,2023-05-23,100,0.6588713089257264
469,34,10,21,92634,1,0/50,3.0,0,0,0,0,1,0,2023-06-12,100,0.7753236065382693
1110,65,41,121,92126,2,2/10,1.0,0,0,0,0,1,0,2023-06-22,100,0.8986639569133813
3121,35,11,75,94542,2,1/70,2.0,0,0,0,0,1,0,2023-06-06,100,0.23865714233864244
4456,56,31,28,94040,1,1/50,2.0,0,0,1,1,1,1,2023-08-28,100,0.5848006673332594
2971,54,30,121,95039,2,1/10,3.0,0,1,1,0,0,0,2023-05-03,100,0.8471033633434569
3892,65,40,63,94701,3,0/50,2.0,0,0,0,0,1,0,2023-06-16,100,0.14619455573583917
790,29,3,31,92126,4,0/30,2.0,0,0,0,0,1,0,2023-05-24,100,0.93222592044269
4566,33,8,120,92614,2,4/20,3.0,76,1,0,0,0,1,2023-05-05,100,0.541255035791028
4097,38,14,49,90740,3,2/80,1.0,0,0,0,0,0,0,2023-08-22,100,0.40302145510382925
4741,56,30,178,93940,1,2/90,1.0,0,0,0,0,1,0,2023-07-04,100,0.36408183285486895
676,29,2,33,91711,1,2/00,2.0,160,0,0,0,0,0,2023-08-29,100,0.9661111321393109
4785,52,28,9,90405,2,0/20,1.0,0,0,0,0,0,0,2023-06-30,100,0.7720120417063021
2613,50,26,40,95138,4,1/10,2.0,131,0,0,0,0,0,2023-06-20,100,0.4311688321363545
1739,61,36,38,91129,3,0/90,3.0,82,0,0,0,1,1,2023-06-16,100,0.5605451527408236
2414,60,34,31,91007,2,1/00,3.0,0,0,0,0,0,0,2023-08-30,100,0.6697621661384009
3564,53,27,139,94998,1,0/90,3.0,0,1,0,0,0,0,2023-08-19,100,0.028010615191761956
64,42,17,32,94523,4,0/00,2.0,0,0,0,0,1,0,2023-07-08,100,0.5723606841127883
3505,46,20,15,95370,4,0/60,3.0,0,0,1,0,1,0,2023-07-06,100,0.06202571449863814
4287,53,29,20,93955,1,0/20,1.0,131,0,0,0,1,1,2023-06-02,100,0.6589023015342519
1592,39,13,72,95817,2,2/80,1.0,0,0,0,0,1,0,2023-05-15,100,0.2228674834004466
3048,57,33,149,95060,1,4/70,1.0,0,0,1,0,0,0,2023-08-16,100,0.40673630440969155
4895,48,22,74,93950,1,1/40,3.0,0,0,1,0,0,0,2023-05-18,100,0.23711457314441464
2657,40,15,144,91040,1,4/10,1.0,0,0,0,0,0,0,2023-05-31,100,0.6184256875916422
3931,53,27,145,95605,1,2/90,1.0,345,0,0,0,0,0,2023-08-27,100,0.3537728789684481
2506,33,7,43,96064,4,0/80,1.0,0,0,0,0,0,0,2023-06-18,100,0.610446349285899
2674,54,30,88,92647,4,1/00,2.0,122,0,0,0,1,0,2023-07-13,100,0.8644619355081006
246,35,11,25,92614,2,1/00,2.0,0,0,0,0,0,0,2023-08-18,100,0.10790662940948192
1158,48,23,132,94998,1,0/60,1.0,157,0,0,0,0,0,2023-08-21,100,0.93125884471087
777,50,26,135,92121,2,4/60,3.0,91,1,0,0,1,0,2023-05-17,100,0.2225564445803243
4718,29,5,121,95449,1,1/50,1.0,0,0,0,0,1,0,2023-08-20,100,0.6162431498246809
4142,43,19,63,94118,3,2/10,3.0,0,0,0,0,0,0,2023-08-23,100,0.6431396163244316
3290,50,25,44,94303,1,0/30,1.0,187,0,0,0,1,1,2023-07-12,100,0.9132963478753839
3248,44,20,113,95032,2,3/30,1.0,0,0,0,0,1,1,2023-08-26,100,0.5160448129209013
367,50,24,35,92717,1,0/30,3.0,0,0,0,0,1,0,2023-05-24,100,0.8244529726537262
1415,59,33,68,94105,2,2/30,3.0,128,0,1,0,1,0,2023-06-25,100,0.6223163386183855
4896,45,20,201,92120,2,2/80,,0,0,0,0,1,1,2023-08-19,100,0.7257759913354783
210,64,39,172,94707,4,3/10,1.0,282,1,0,1,1,1,2023-08-16,100,0.3300990168542868
1969,54,24,49,91801,1,1/40,3.0,0,0,0,0,1,0,2023-05-26,100,0.10417480057184147
2759,62,36,35,94501,2,0/70,3.0,0,0,1,0,0,1,2023-07-17,100,0.9173764015128364
1595,37,12,93,90025,1,2/80,1.0,0,0,1,0,1,0,2023-08-27,100,0.10356537053992776
2132,55,31,15,95747,1,0/20,1.0,0,0,0,0,0,0,2023-06-06,100,0.25586476636418953
335,48,23,45,95053,1,1/30,2.0,0,0,0,0,1,0,2023-05-18,100,0.5596690324819126
425,56,30,38,92029,1,0/20,1.0,0,0,0,0,0,0,2023-06-17,100,0.5358898062289359
3412,63,37,118,94010,1,2/00,1.0,427,0,0,0,0,0,2023-08-17,100,0.7228683262547106
2948,45,21,151,90024,2,3/30,1.0,328,0,0,0,0,0,2023-08-13,100,0.826988791469178
1612,58,32,75,92096,2,2/30,3.0,0,0,0,0,0,0,2023-08-06,100,0.8468281775764858
4965,53,27,110,90245,1,4/90,1.0,0,0,0,0,1,0,2023-06-09,100,0.10912323492666609
3612,64,39,145,92705,1,0/90,1.0,0,0,0,0,0,0,2023-05-01,100,0.6339893089604984
4112,43,17,21,95351,3,1/50,,0,0,0,0,0,0,2023-08-03,100,0.12168695199583723
1971,27,3,148,92780,1,1/50,1.0,397,0,0,0,1,1,2023-05-19,100,0.7231176297784297
2062,63,38,159,93950,4,4/90,2.0,111,1,0,0,0,0,2023-07-11,100,0.19254253683964395
1596,56,26,38,94305,3,1/00,3.0,110,0,1,0,1,0,2023-08-30,100,0.6247648164892476
4738,61,36,85,94998,3,1/80,2.0,0,0,0,0,0,0,2023-08-24,100,0.308144684614331
2434,37,11,123,94720,1,2/30,2.0,0,1,1,1,1,0,2023-08-18,100,0.5080265288473998
338,57,27,68,94117,1,1/40,3.0,0,0,0,0,1,0,2023-05-11,100,0.8036356351337394
1441,42,15,41,94610,3,2/50,2.0,0,0,0,0,1,0,2023-08-23,100,0.8703164892360078
3217,34,8,14,95014,4,0/30,1.0,0,0,0,0,0,0,2023-07-02,100,0.28367937498295726
468,45,20,39,90232,1,2/40,1.0,0,0,0,0,0,1,2023-08-02,100,0.957415556130194
4214,49,25,39,91125,3,1/90,2.0,0,0,0,0,0,0,2023-07-27,100,0.2211677287235011
2827,37,11,21,94604,3,0/20,2.0,0,0,0,0,1,0,2023-08-23,100,0.9040404454963011
2678,32,8,70,91423,3,1/50,1.0,0,0,0,0,1,0,2023-06-22,100,0.2682160005390083
1796,49,24,70,90024,1,2/90,1.0,0,0,0,0,0,1,2023-07-23,100,0.2235274929941501
737,61,35,152,91016,3,3/30,3.0,0,1,0,0,1,0,2023-05-05,100,0.9904929131968085
4984,51,26,72,95370,1,2/90,1.0,0,0,0,0,0,0,2023-06-16,100,0.30620622752689375
4744,50,26,21,94305,1,0/20,,0,0,0,0,1,0,2023-06-21,100,0.6169383666584932
2593,57,32,69,94710,4,0/70,1.0,245,0,0,0,0,0,2023-06-25,100,0.15608772230031775
1432,58,34,128,90058,1,7/40,1.0,0,0,0,0,0,0,2023-06-17,100,0.16635429492023412
859,45,19,19,94720,3,0/50,,0,0,0,0,1,0,2023-07-17,100,0.5403326543973296
1360,64,40,171,90034,2,2/10,1.0,433,0,0,0,0,0,2023-08-04,100,0.2324050684221265
2967,32,7,84,91320,3,0/60,2.0,0,0,0,0,1,1,2023-06-05,100,0.9952733446754399
450,61,37,60,91706,3,2/00,3.0,0,0,0,0,1,0,2023-06-29,100,0.31026501230439185
1623,39,14,24,94611,2,0/30,2.0,0,0,0,0,1,0,2023-08-26,100,0.5320389612606935
483,56,32,173,94022,1,4/60,2.0,88,1,0,1,1,0,2023-07-16,100,0.5691344837845187
137,59,32,49,95035,4,2/50,2.0,0,0,0,0,1,0,2023-06-19,100,0.04864048329644399
3343,38,13,84,91330,3,1/20,3.0,121,0,0,0,1,1,2023-06-21,100,0.9303889415291571
4240,62,36,60,92182,3,2/20,3.0,0,0,0,0,1,0,2023-07-07,100,0.5727459011740645
340,39,13,89,92110,4,1/40,2.0,0,0,0,0,0,0,2023-08-05,100,0.7352489426298009
2840,58,33,75,90034,2,0/00,3.0,0,0,0,0,1,0,2023-05-26,100,0.2346679743910376
435,30,6,45,95819,1,1/80,2.0,0,0,0,0,1,0,2023-07-29,100,0.04291918292799002
52,61,37,131,94720,1,2/90,1.0,0,0,0,0,1,0,2023-05-20,100,0.9841897766596641
4232,56,32,60,93106,1,1/80,3.0,227,0,0,0,1,0,2023-05-10,100,0.49125386933197357
3478,34,10,131,94024,2,4/33,1.0,156,0,0,0,1,1,2023-07-11,100,0.6208519194654372
2052,34,8,38,90018,4,0/20,1.0,0,0,0,0,0,0,2023-05-14,100,0.35279331861054963
62,47,21,125,93407,1,5/70,1.0,112,0,1,0,0,0,2023-05-16,100,0.3299463601876603
1163,38,14,112,94501,2,2/20,1.0,394,0,0,0,0,0,2023-06-01,100,0.9243648859389553
3341,29,3,54,94104,4,1/80,3.0,0,0,0,0,0,0,2023-07-02,100,0.34175294494244135
3499,30,6,182,93561,4,0/80,3.0,94,1,0,0,1,0,2023-06-04,100,0.9425835691859495
4205,40,16,61,91711,3,2/10,3.0,0,0,0,0,0,0,2023-06-11,100,0.8672222169051771
2513,58,32,111,90212,2,1/40,1.0,298,0,0,0,1,0,2023-08-22,100,0.12739598732104085
3353,34,4,19,92521,1,0/67,3.0,83,0,0,0,1,0,2023-08-20,100,0.13085934456630854
3893,59,33,102,91763,2,1/40,1.0,0,0,0,0,1,0,2023-05-06,100,0.3368063687596221
1907,42,17,98,92866,2,0/40,1.0,275,0,0,0,1,0,2023-06-07,100,0.6430785092175881
2261,39,14,15,93561,2,0/30,2.0,92,0,0,0,0,0,2023-05-19,100,0.5044398852911591
3519,60,36,129,95039,2,6/00,1.0,0,0,0,0,0,0,2023-06-08,100,0.49311223807075477
3040,34,9,141,95616,2,4/90,3.0,0,1,0,0,0,1,2023-08-08,100,0.8552236961340857
3601,44,20,38,90018,2,2/10,3.0,95,0,0,0,1,0,2023-07-29,100,0.09539778480798666
118,58,33,61,92833,2,2/30,3.0,193,0,0,0,1,0,2023-07-29,100,0.3696127511754682
2654,30,5,121,94555,2,3/10,1.0,408,0,0,0,1,0,2023-08-03,100,0.9704679394153969
3999,34,10,41,94102,1,1/33,1.0,0,0,0,0,0,1,2023-07-26,100,0.745892849607323
252,54,28,170,92182,2,6/20,2.0,325,1,0,0,1,0,2023-05-11,100,0.8775348113037087
4791,35,11,101,94143,3,3/80,3.0,150,1,0,0,1,0,2023-06-02,100,0.5479460434857147
4200,43,19,81,90630,4,0/20,3.0,0,0,0,0,0,1,2023-06-09,100,0.3886247491089073
4453,59,35,53,90035,4,2/30,3.0,174,0,0,0,1,0,2023-08-20,100,0.8493441018474671
1838,43,18,103,90089,3,1/00,1.0,180,0,0,0,1,1,2023-08-26,100,0.8740392279675735
2336,37,13,59,93907,1,3/60,2.0,0,0,0,0,0,0,2023-05-05,100,0.9089489249678901
796,57,32,15,92806,2,0/20,3.0,0,0,0,0,0,1,2023-06-13,100,0.15833120202925466
3015,60,34,40,91311,1,2/50,3.0,166,0,0,0,1,0,2023-07-15,100,0.7729909168259937
1284,30,6,64,94305,4,3/40,1.0,117,0,0,0,0,0,2023-06-10,100,0.7037930703094009
2845,60,34,64,95014,3,2/20,3.0,0,0,0,0,0,0,2023-07-19,100,0.2817834994332682
3269,43,17,111,91423,4,5/40,3.0,0,1,0,0,1,0,2023-05-13,100,0.18404610332511306
2254,59,35,25,95827,2,0/30,1.0,75,0,0,0,1,0,2023-06-06,100,0.8903887501439631
3596,38,14,104,90025,2,1/80,2.0,79,0,0,0,0,0,2023-05-30,100,0.2564200568845614
3822,35,9,188,92220,2,3/70,2.0,259,1,0,0,1,0,2023-06-09,100,0.8411966021753055
1863,42,17,82,95616,1,3/70,3.0,0,0,0,0,1,0,2023-07-26,100,0.16766310489655445
818,41,15,38,90291,2,0/70,1.0,91,0,0,0,1,0,2023-08-25,100,0.28084253350346244
1326,50,24,79,94304,1,0/30,1.0,120,0,0,0,1,0,2023-08-11,100,0.9457347440381692
3967,33,7,84,95051,1,2/90,3.0,0,0,0,0,1,0,2023-07-10,100,0.14091142737841544
607,34,8,81,91741,3,0/90,2.0,208,0,0,0,1,0,2023-05-18,100,0.11503217549716549
2276,40,16,115,94305,1,3/40,1.0,0,0,0,0,1,0,2023-07-22,100,0.9588395411899919
2973,31,7,38,92182,1,1/80,2.0,182,0,0,1,1,1,2023-06-28,100,0.790426210070133
1191,39,15,168,93117,2,8/00,1.0,152,0,1,0,0,0,2023-07-18,100,0.14190345672609983
1010,28,3,25,91330,2,0/90,3.0,140,0,0,0,1,0,2023-05-10,100,0.07880382360543203
4057,51,25,113,91320,2,6/30,1.0,0,0,0,0,0,0,2023-08-19,100,0.06641780532389507
3111,44,20,30,95020,4,0/30,1.0,0,0,0,0,0,1,2023-07-24,100,0.21126916139918772
4858,37,13,115,90025,1,0/80,2.0,0,0,0,0,1,1,2023-05-08,100,0.4534493950162146
1835,41,16,23,94143,2,0/30,,118,0,0,0,0,0,2023-06-04,100,0.8698443639143267
2655,60,36,49,94965,4,2/20,1.0,204,0,1,0,1,0,2023-06-09,100,0.17780972343363544
2249,63,37,8,94618,1,0/80,2.0,97,0,0,0,1,0,2023-07-26,100,0.25573007382852964
448,49,23,71,95134,1,1/40,3.0,0,0,0,0,0,0,2023-06-04,100,0.0009118262338458916
692,45,18,48,90025,3,2/50,,113,0,0,0,1,1,2023-08-01,100,0.5783207767233126
3970,38,11,75,94305,3,2/33,2.0,0,0,0,0,1,0,2023-06-08,100,0.556852902814375
1559,35,10,72,91320,3,2/30,1.0,285,0,0,0,0,0,2023-05-10,100,0.4839038214682059
3570,41,15,24,92130,2,0/80,3.0,0,0,1,0,1,0,2023-07-15,100,0.5415393902055735
3423,48,23,41,92677,1,1/40,3.0,0,0,0,0,0,1,2023-05-24,100,0.9036954507023296
2563,45,21,39,92521,2,2/10,3.0,184,0,0,0,0,1,2023-08-07,100,0.17730406991931158
1865,61,36,61,92103,2,2/80,1.0,0,0,0,0,0,0,2023-06-16,100,0.9573665543152717
3984,39,13,93,93555,4,3/60,3.0,0,1,0,0,1,0,2023-06-14,100,0.9472331668001663
2377,58,33,23,91768,3,0/20,1.0,0,0,0,0,0,0,2023-08-13,100,0.5363792678570795
2684,51,25,19,95812,1,1/40,3.0,98,0,0,0,0,0,2023-07-12,100,0.7820769511318686
1888,31,7,81,95006,2,2/00,2.0,0,0,0,1,1,1,2023-06-12,100,0.7140282304426041
176,45,20,85,91711,4,1/10,2.0,0,0,1,0,1,0,2023-06-16,100,0.822000766715118
4759,46,21,40,90045,1,0/30,1.0,116,0,0,0,0,0,2023-07-08,100,0.936630612682698
212,44,18,55,94720,1,0/20,1.0,0,0,0,0,0,0,2023-05-08,100,0.5120362795802532
3191,56,26,74,91335,1,3/00,3.0,0,0,0,0,0,0,2023-07-12,100,0.5171390079437531
390,45,20,155,90024,1,7/00,1.0,0,0,0,0,1,1,2023-07-21,100,0.23057839282606507
3990,49,25,90,92709,4,1/40,2.0,0,0,1,0,1,0,2023-06-28,100,0.4357003940321781
4778,32,8,30,94534,4,0/40,2.0,78,0,0,0,1,0,2023-05-25,100,0.10602152099307949
4015,56,32,23,94720,4,0/70,1.0,0,0,0,0,1,1,2023-08-11,100,0.6743770306032011
1463,47,21,15,95207,4,0/60,3.0,77,0,0,0,1,0,2023-05-23,100,0.7942838147285721
4667,34,9,72,94555,3,2/30,1.0,124,0,0,0,0,0,2023-05-17,100,0.23522369016598976
1219,62,36,98,92122,2,2/80,1.0,0,0,0,0,0,0,2023-06-14,100,0.6518580188205298
1626,56,30,21,94542,2,0/70,2.0,0,0,0,0,1,0,2023-05-24,100,0.9760699306733918
1210,46,21,52,91304,3,2/70,2.0,228,0,0,0,0,1,2023-06-01,100,0.8239889087818033
919,41,16,64,92325,3,0/50,,0,0,0,0,0,0,2023-07-28,100,0.29878053225864665
458,29,3,69,94303,3,0/30,3.0,0,0,0,0,0,0,2023-05-15,100,0.6815222054235366
4121,49,23,23,94080,1,1/40,3.0,0,0,0,0,0,0,2023-08-16,100,0.794243159866289
4622,57,32,60,93407,3,1/70,1.0,0,0,1,1,1,1,2023-08-23,100,0.08782161962343482
456,30,4,60,91107,4,2/20,2.0,0,0,0,0,1,0,2023-06-11,100,0.4092934580742672
1768,41,14,74,92691,3,2/33,2.0,0,0,0,0,1,0,2023-08-12,100,0.3040864561055834
418,53,29,83,90073,4,1/00,2.0,0,0,0,0,1,0,2023-08-12,100,0.2835904109808306
4014,62,38,23,91304,2,0/30,3.0,0,0,0,0,0,0,2023-07-18,100,0.3007523451007411
164,28,4,70,91125,4,2/60,1.0,0,0,0,0,1,0,2023-07-27,100,0.8695855095538386
531,54,30,21,91706,2,0/20,1.0,0,0,0,0,0,1,2023-07-20,100,0.45288802750348145
2608,57,33,49,94305,4,1/50,1.0,214,0,1,1,1,1,2023-07-12,100,0.22528993174164713
4,35,9,100,94112,1,2/70,2.0,0,0,0,0,0,0,2023-07-22,100,0.36848599046740704
3458,55,31,91,94110,2,2/80,1.0,0,0,0,0,1,0,2023-06-17,100,0.14879073471043158
369,63,37,30,92054,2,1/00,3.0,159,0,0,0,1,0,2023-08-16,100,0.48941300702791746
3799,55,25,35,93943,3,1/00,3.0,144,0,0,0,1,1,2023-06-21,100,0.8568630444855624
4384,28,4,85,94709,3,2/50,1.0,0,0,0,0,1,0,2023-05-21,100,0.430635157747037
4299,43,19,122,93106,1,0/30,1.0,0,0,0,0,1,0,2023-05-18,100,0.1249031289023077
3348,65,41,78,92109,3,2/00,3.0,0,0,0,1,1,1,2023-05-26,100,0.9740805229439147
2976,57,33,43,91016,3,1/50,1.0,168,0,0,0,0,1,2023-08-27,100,0.21565124890650833
1484,58,32,63,92717,1,1/60,1.0,0,0,1,0,1,0,2023-08-23,100,0.32655891073476506
69,47,21,60,93407,3,2/10,1.0,0,0,0,0,1,1,2023-08-02,100,0.17783052619458428
1120,41,16,79,96064,1,1/00,3.0,233,0,0,0,1,0,2023-07-27,100,0.08686442981528897
251,30,6,29,94305,3,1/00,2.0,117,0,0,0,0,0,2023-08-20,100,0.2329944637048721
4108,47,22,81,94123,1,2/90,,0,0,0,0,0,1,2023-06-30,100,0.6533958560429945
4373,34,10,41,91765,1,2/40,2.0,0,0,0,0,0,0,2023-08-03,100,0.9376104478432997
2210,36,10,33,94080,3,0/90,1.0,0,0,0,0,0,0,2023-08-06,100,0.10305208784728848
2228,61,35,59,90840,4,1/70,2.0,0,0,0,0,1,1,2023-07-18,100,0.3646202532361299
4883,43,19,73,94301,3,2/33,1.0,0,0,1,1,1,1,2023-06-13,100,0.9537666807898904
2171,39,13,52,95039,3,0/50,3.0,0,0,1,0,0,1,2023-06-15,100,0.7199922409415291
1293,56,30,164,94610,4,0/50,2.0,234,1,0,1,1,1,2023-05-04,100,0.20594597476241916
265,45,19,38,90840,2,0/70,1.0,0,0,0,0,0,0,2023-08-01,100,0.7593656701447554
2433,54,30,45,92182,4,0/90,2.0,0,0,0,0,0,1,2023-06-03,100,0.17898369946682646
1168,37,12,190,92354,2,3/00,1.0,475,0,0,0,1,0,2023-07-23,100,0.8483703696551679
493,60,36,38,94596,4,1/30,,0,0,0,0,1,0,2023-08-22,100,0.5344508066693866
3296,42,16,141,94960,3,4/00,2.0,0,1,0,0,0,0,2023-06-17,100,0.9570304638905334
2288,30,6,29,92121,1,0/20,3.0,90,0,0,0,1,0,2023-05-30,100,0.49032300804579676
216,38,14,92,95818,2,0/00,,249,0,0,0,1,1,2023-07-03,100,0.2889249455672158
4928,43,19,121,94720,1,0/70,2.0,0,1,0,1,1,1,2023-05-23,100,0.7055982199460517
3263,44,19,85,90024,2,3/80,3.0,0,0,0,0,1,0,2023-05-17,100,0.7558926894403594
710,29,4,72,95841,4,2/20,1.0,0,0,0,0,1,0,2023-05-01,100,0.9843533350381208
3616,58,34,149,95616,2,6/00,1.0,0,0,0,0,1,1,2023-06-17,100,0.9879654327677598
1011,27,3,98,95616,2,2/50,1.0,361,0,1,1,1,1,2023-08-03,100,0.29152826105702434
4941,46,22,19,92870,3,0/50,1.0,0,0,0,0,1,0,2023-07-28,100,0.8648912051679687
2982,53,28,85,92037,1,1/20,1.0,0,0,0,0,0,0,2023-05-09,100,0.11758750250609751
3250,50,25,81,92806,1,1/20,1.0,0,0,0,0,0,0,2023-05-10,100,0.16581278046865022
1801,57,33,45,94080,3,1/50,1.0,181,0,1,1,1,1,2023-05-27,100,0.045324862970234525
4629,27,1,130,94801,3,2/90,2.0,0,1,0,0,0,0,2023-07-26,100,0.40072853879034476
2242,26,0,14,94301,4,0/40,1.0,94,0,0,0,1,0,2023-07-22,100,0.7949231614601406
89,65,41,51,94117,2,1/10,1.0,0,0,0,0,1,0,2023-07-17,100,0.9522941712417472
2464,35,9,44,92009,4,0/20,1.0,0,0,0,0,1,0,2023-05-17,100,0.3601129226213652
1929,58,34,35,94122,1,1/20,3.0,0,0,0,0,1,0,2023-07-15,100,0.6750073432027489
4665,62,37,83,93657,4,0/10,2.0,0,0,0,0,0,0,2023-06-28,100,0.7241963150513183
2029,42,17,9,91710,2,0/00,3.0,0,0,0,0,0,0,2023-05-06,100,0.38809268749491743
2942,60,35,122,92606,1,2/60,1.0,352,0,0,0,0,0,2023-05-06,100,0.3266549003883562
3916,38,13,91,92037,1,2/80,1.0,0,0,0,0,1,1,2023-07-20,100,0.1311866867784317
1729,52,26,28,95405,1,0/30,3.0,0,0,0,0,1,0,2023-08-21,100,0.8995697210646258
2073,29,3,39,95831,4,0/20,1.0,137,0,0,0,1,1,2023-05-30,100,0.45546215050733907
3024,63,37,105,92694,4,1/70,3.0,244,0,0,0,0,1,2023-06-19,100,0.4886088994179194
4155,51,25,163,94305,2,1/30,3.0,0,1,0,0,1,0,2023-05-19,100,0.21249260056475805
1805,40,16,64,92661,4,2/67,1.0,0,0,1,0,1,0,2023-06-24,100,0.49612578086935133
2981,25,-1,53,94305,3,2/40,2.0,0,0,0,0,0,0,2023-05-17,100,0.6635929279343598
563,28,3,85,94035,1,0/80,2.0,0,0,0,0,1,1,2023-06-27,100,0.08501392339487146
4933,59,35,111,91107,1,4/30,1.0,0,0,0,0,1,0,2023-06-28,100,0.643726261666587
2241,41,17,81,92868,4,0/20,3.0,167,0,1,0,0,0,2023-07-13,100,0.6206383039344758
73,44,20,130,92007,1,5/00,1.0,0,0,0,0,0,1,2023-08-10,100,0.2762673367396331
4307,35,11,41,92123,3,2/00,1.0,0,0,0,0,1,0,2023-07-29,100,0.90231620140397
1151,55,31,81,95521,3,2/67,1.0,0,0,0,0,1,0,2023-08-13,100,0.8109425538292816
2386,43,17,125,94720,4,3/50,2.0,0,1,0,0,0,0,2023-07-22,100,0.8304736962842484
883,51,25,185,94117,1,1/70,1.0,0,0,0,0,0,0,2023-08-25,100,0.07094421721888455
3706,30,4,30,91770,3,1/00,1.0,0,0,0,0,1,0,2023-05-31,100,0.8976133421641286
4729,59,35,31,90630,3,0/40,2.0,0,0,0,0,1,0,2023-05-12,100,0.31803167445459646
3365,41,15,41,94143,2,2/40,2.0,105,0,0,0,0,0,2023-06-03,100,0.17982965661460482
4146,58,34,63,94305,4,1/60,2.0,0,0,0,0,0,0,2023-06-06,100,0.9190850584285559
347,44,19,50,90745,3,2/70,2.0,0,0,0,0,1,0,2023-07-07,100,0.7285967676274836
3588,28,4,29,94080,3,0/10,2.0,0,0,0,0,1,0,2023-07-23,100,0.6781304545922221
272,40,14,70,94923,4,1/40,2.0,0,0,0,0,1,0,2023-08-03,100,0.4398696081309559
4646,34,10,45,92038,1,1/70,1.0,84,0,0,0,0,0,2023-05-22,100,0.6629280734404734
1248,52,28,39,94606,2,0/80,1.0,0,0,0,0,1,0,2023-07-24,100,0.6464733378489113
3912,52,26,44,94025,2,0/80,3.0,148,0,0,0,0,1,2023-06-24,100,0.38959389029137415
3700,46,22,83,94501,4,1/40,2.0,0,0,0,0,1,1,2023-08-01,100,0.5643500128453288
2977,33,8,82,95747,1,2/60,2.0,0,0,1,1,1,1,2023-05-08,100,0.8026045572640553
1726,57,32,19,95348,1,1/30,1.0,0,0,0,0,1,0,2023-05-28,100,0.0141131337974163
1283,51,26,55,93955,1,1/30,2.0,236,0,0,0,0,1,2023-08-23,100,0.8109646837133845
3897,48,24,224,93940,2,6/67,1.0,0,0,0,1,1,1,2023-05-30,100,0.714413962202368
2364,39,13,61,90095,2,2/40,2.0,90,0,0,0,1,0,2023-08-12,100,0.97059019461303
1306,32,6,28,94025,2,0/30,2.0,88,0,0,0,1,0,2023-05-30,100,0.9356516013306196
2963,23,-2,81,91711,2,1/80,2.0,0,0,0,0,0,0,2023-07-14,100,0.8979625834189332
4463,33,7,39,95630,4,0/80,1.0,0,0,0,0,1,1,2023-05-11,100,0.4385585154175238
4442,62,36,75,92709,2,1/70,3.0,0,0,0,0,0,0,2023-08-10,100,0.3142270235302742
4535,41,17,83,94025,4,2/67,1.0,0,0,0,0,1,0,2023-05-19,100,0.025688549976009223
4522,56,31,25,95123,3,0/10,2.0,0,0,0,0,0,0,2023-07-12,100,0.8990545098275073
736,33,7,49,95403,4,2/20,2.0,0,0,0,0,1,0,2023-06-24,100,0.30615650857685806
2098,37,11,14,90740,3,0/10,2.0,113,0,0,0,1,0,2023-07-13,100,0.6089433708720712
1228,39,13,30,92122,3,0/20,2.0,0,0,0,0,0,0,2023-06-01,100,0.8106373231982213
1508,43,18,50,91006,4,1/90,3.0,0,0,0,0,0,0,2023-08-17,100,0.17715473910214574
4026,51,27,53,94114,1,1/80,3.0,0,0,0,0,0,1,2023-06-21,100,0.34879853120823934
611,52,28,81,94132,3,1/80,2.0,275,0,0,0,0,0,2023-08-01,100,0.12493218500332959
1261,57,31,40,91107,3,1/40,3.0,137,0,0,0,1,1,2023-05-08,100,0.5598980306613424
3308,34,10,25,92038,4,1/00,1.0,0,0,0,0,1,0,2023-08-19,100,0.14859999705205595
